userName,content,score,label,at
Pengguna Google,"game nya bagus untuk di mainkan,dan seru tapi ada satu game nya bagus saya sangat senang bermain game ini sekian terimakasih untuk developer game call of duty mobile ini game anda bagus",5,positif,2025-03-23 22:44:57
Pengguna Google,makin update makin banyak bug ni game tolong dong publizer kalo update pokus2,1,negatif,2025-03-23 22:26:42
Pengguna Google,"game apasii ini, udaa 5x setiapp mau legend petir pasti dikasii kalah entah karna tim nya jelek or sinyal tiba tiba ilang, game aneh",1,negatif,2025-03-23 22:12:30
Pengguna Google,apik rek tapi jek awal,5,positif,2025-03-23 21:43:04
Pengguna Google,please sizenya ini gede banget,1,negatif,2025-03-23 20:56:46
Pengguna Google,update malah makin ga gajelas ini game,2,negatif,2025-03-23 19:59:51
Pengguna Google,minn benerin dongg bug nyaaaa,5,positif,2025-03-23 19:52:39
Pengguna Google,"Tolong,kenapa saya tidak bisa login ya",5,positif,2025-03-23 19:48:09
Pengguna Google,"Makin hari size aplikasi makin besar,map makin banyak tapi yg dipake itu"" aja Tiap season pasti download banyak banget,padahal gak ada yg bikin beda"" banget 20 gb memori habis cuma buat 1 game doang",4,positif,2025-03-23 19:32:26
Pengguna Google,"benerin update nya, bulak balik hilang padahal uda download",2,negatif,2025-03-23 19:27:48
Pengguna Google,tolol ..gw ketemu musuh yang susah banget..gak sesuai sama rank,2,negatif,2025-03-23 17:57:51
Pengguna Google,g bisa kata kata ini game bagus banget,5,positif,2025-03-23 17:30:32
Pengguna Google,"game burik ini,, download update terus download dinamis kemudian download aset dimanis kemudian membandingkan resources trus update lagi...setelah login karakter player dan senjata Map yg sudah ada hilang, harus download lagi ,,,burik sekali game ini",1,negatif,2025-03-23 16:34:00
Pengguna Google,mantap iki rek,5,positif,2025-03-23 16:10:34
Pengguna Google,senang bermain game ini,5,positif,2025-03-23 14:47:55
Pengguna Google,Karna stres di mobile legend bang bang,4,positif,2025-03-23 14:33:24
Pengguna Google,"WildCard Red Untuk SG KRM Sangat OP, Membuat game jadi tidak competitive !!",1,negatif,2025-03-23 14:25:38
Pengguna Google,"match tidak seimbang, emulator dan tanpa emulator tolong dipisah!!!",1,negatif,2025-03-23 12:53:15
Pengguna Google,Yg protes ukuran filenya besar dan reting 1 atau 2 bintang saja,5,positif,2025-03-23 12:45:33
Pengguna Google,mantap game yg gak bisa dimainkan bocil😅🔥👍,5,positif,2025-03-23 12:44:42
Pengguna Google,👍👍👍👍😎,5,positif,2025-03-23 11:52:05
Pengguna Google,tolong tolong tolong buat codm lite please make codm lite,5,positif,2025-03-23 11:39:28
Pengguna Google,Gacor sih,5,positif,2025-03-23 11:15:50
Pengguna Google,perbaiki sistem login dan lobby yang terlalu berlebihan,1,negatif,2025-03-23 10:59:43
Pengguna Google,gacor le,5,positif,2025-03-23 10:40:25
Pengguna Google,Game hawau banyak betul dark sistem Kat rank tak kan aku je kene cover hanat siot ko ban jelah dark sistem tu budak takde function buka mic Ngan suara bisingnye dengan tembak anginnye ko ban jelah,1,negatif,2025-03-23 10:18:44
Pengguna Google,"Tolong diperbaiki, sering force close saat main. HP saya infinix note 30 sudah 3 season ga diperbaiki malah nambah parah",1,negatif,2025-03-23 09:33:05
Pengguna Google,tolong di perbaiki bug force close tiap kali mau masuk menu eavent,2,negatif,2025-03-23 08:22:13
Pengguna Google,"Game nya memuakan, 1. Dikit dikit update nggak tanggung tanggung sekali update 2,1 GB,2. Banyak Citer di rank menggunakan Map Hack. 3. Game mulai sepi tampaknya mau bangkrut, 4. Pelit Senjata Legendary Gratis",1,negatif,2025-03-23 08:18:36
Pengguna Google,Game ga bener. setiap main ranked gamenya fc padahal hp gak ada masalah jadinya kena kompensasi rank xp sama penalty 5 menit tolong dong diperbaiki,2,negatif,2025-03-23 07:59:20
Pengguna Google,gamenya bagus akan tetapi perangkat saya sudah tidak kuat lagi untuk menjalankan aplikasi ini,5,positif,2025-03-23 06:32:22
Pengguna Google,"CODM sebenarnya bisa jadi game populer & banyak yg instal.Tapi inti permasalahan yang bisa saya simpulkan (menurut saya) yaitu : 1.Perbaiki ketika instal apk, item download nya bisa di download setelah apk terpasang (tidak langsung 2GB ketika instal apk). 2.Perbaiki opsi login, tambahkan menu login seperti login via Google agar mudah. 3.Fps diperbaiki, untuk hp minimal ram 2gb bisa di opsi (Fps tinggi) agar musuh bisa terlihat dijarak menengah-jauh. Mungkin hanya seperti itu, terimakasih",4,positif,2025-03-23 06:18:04
Pengguna Google,keluh kesah player gak pernah di dengar...yg di pikiran Garena hanya uang dan uang..woy game nya di perbaiki..main lama makin sepi kalau begini...bug..dan setiap update selalu harus download resource semua...parah emang..,1,negatif,2025-03-23 05:32:55
Pengguna Google,"ni tolong developernya mau main tapi ada masalah yaitu ,pertandingan belum dimulai, dan ,seson belum dimulai,",4,positif,2025-03-23 04:28:40
Pengguna Google,setelah update jadi frame drop parah di mediatek helio g91,1,negatif,2025-03-23 04:18:24
Pengguna Google,minus di setiap update knp harus ngulang download lagi senjata dll nya ? bikin kuota abis gini mulu tolong perbaiki dari pd pindah ke game sebelah.,3,netral,2025-03-23 04:15:32
Pengguna Google,"ini setelah update kok banyak bug nya ya, mulai dari info teman yang online pdhl klo di invite offline, lalu pas in game kenapa senjata semua jadi default gaada skinnya/gosongan ini kadang selang seling di setiap match misal match pertama normal lalu di match kedua balik lagi bug nya gitu terus, dan terakhir mungkin sound in game sering kali gaada kyk suara nandain musuh sama suara mobil itu aja sih selebihnya udah bagus. semoga cepat di fix",4,positif,2025-03-23 03:52:26
Pengguna Google,gamenya sangat seru,5,positif,2025-03-23 03:31:34
Pengguna Google,"update terbaru parah banget,saya update 2x di playstore sama di game,trus setelah update semua harus download lagi dari mulai yg di rekomendasi sampe lainnya ,padahal kan seblom update udah download 100%,harusnya yg di download yg barunya aja ,trus skarang lebih parah lagi ga bisa invite buat Mabar selalu aja tulisan muncul ""pemain offline( 420742 )"",padahal mereka sedang online jangankan invite teman , mau invite anggota clan sendiri aja ga bisa ,ini gimana makin sini makin ga bener ini game ..",1,negatif,2025-03-23 03:21:16
Pengguna Google,mabar dengan game ini sangat seru,5,positif,2025-03-23 02:58:43
Pengguna Google,mantap tapi oke si mantap tapi oke oke,1,negatif,2025-03-23 01:41:19
Pengguna Google,"buat garena atau developer tolong untuk persyaratan spesifikasi chipset snapdragon 665 keatas mediatek G99 Ultimate ke atas diperluas agar dapat bermain nyaman dengan 90fps, dibagian seting, mohon bantuannya jangan cuman ngadain ukuran yg makin melambung🤡",5,positif,2025-03-23 00:31:16
Pengguna Google,"Main pake akun Guest setelah Update gabisa login, aneh gajelass. udahlah gimana mau main klo gini? masa dari ulang lagi? mending gausa main game gajelas, kasih solusi biar direvisi bintang nya",1,negatif,2025-03-23 00:28:29
Pengguna Google,codm game sampah habis pembaruan malah jadi gajelas gw gak maen malah out room rank turun ke band 2 jam di MP anjinglah,1,negatif,2025-03-23 00:00:22
Pengguna Google,"Server gak pernah diperbaiki, cheater malah dipelihara, bug juga dibiarkan berkembang, maunya apa sih. . .",1,negatif,2025-03-22 23:12:48
Pengguna Google,game sudah terlalu berat,3,netral,2025-03-22 22:40:03
Pengguna Google,tanggal 21 stuck login garena sampai sekarang eror login garena ga ada informasi satu pun,1,negatif,2025-03-22 22:27:51
Pengguna Google,untuk login kurang ada tambahan login dengan google karena saya tidak memiliki facebook atau akun Garena jadi tolong di tambahkan,1,negatif,2025-03-22 22:24:42
Pengguna Google,download nya lama bet bete dah gw,1,negatif,2025-03-22 22:08:31
Pengguna Google,"Perbaiki setiap updte di playstore tambh lagi pas mau masuk lama lgi.. Ribet gak sekalian gtu updtenya, yg lama download aset dinamis,pantes turun rating update trus bru update gede gedean mlh muncul lgi update di kra cmn itu rupanya masuk loby updte lagi parah",2,negatif,2025-03-22 22:06:18
Pengguna Google,game ini sangat seru,5,positif,2025-03-22 21:57:19
Pengguna Google,"bagus sekali apalagi kalo soal grafiknya, tapi kalo bisa bug di event skin gratis tolong dibenerin, kotak legend masak dapet camo epic sama token",5,positif,2025-03-22 21:30:10
Pengguna Google,mantap grafik nya kencang cuii sarang saya kalo hp kalian masih ram 4 manding jangan di paksa,5,positif,2025-03-22 21:28:14
Pengguna Google,bagus banget game grafik hd gameplay enak lah lumayan,5,positif,2025-03-22 21:06:02
Pengguna Google,banyak ini itu apa lagi update nunggu lagi,3,netral,2025-03-22 20:54:06
Pengguna Google,tolong untuk developer game penggunaan penyimpanan nya dikurangi hp saya hampir tidak mampu lagi menampung berat dari game ini,3,netral,2025-03-22 20:42:40
Pengguna Google,"saran aja kalo update untuk yang sudah ada jangan download lagi lha kecuali ada terbaru download lagi gpp, terlalu besar makan memorinya sih ini mah penyimpanan",2,negatif,2025-03-22 20:31:07
Pengguna Google,habis update kecil jaringan jadi gampang lag padahal wifi normal di coba pakai kuota sama aja tetep lag jaringan nya,1,negatif,2025-03-22 20:10:37
Pengguna Google,"pas update kemarin rasanya berat bangt di sensitivitas rotasi layar, jdi gaenak maen di hp, geser layarnya berat,trs kok ini pembagian tim mode MP nya g seimbang banget,bda sama sebelum update",3,netral,2025-03-22 19:53:37
Pengguna Google,aneh bgt setiap update dowload isian ulang DONGO,1,negatif,2025-03-22 18:52:41
Pengguna Google,"Gamenya seru banget ,senjatanya juga bagus -bagus .",5,positif,2025-03-22 18:47:26
Pengguna Google,jelek' banget mending main free fire😒👿,1,negatif,2025-03-22 18:36:59
Pengguna Google,tolong di perbaiki dulu setelah update banyak bug,5,positif,2025-03-22 18:08:07
Pengguna Google,bagus kaya di PS,5,positif,2025-03-22 17:39:02
Pengguna Google,Game puki,5,positif,2025-03-22 17:10:27
Pengguna Google,"setiap kali hapus cache terus login masa download ulang terus, boros kali data.",3,netral,2025-03-22 17:05:36
Pengguna Google,gamenya bagus tapi terlalu berat,4,positif,2025-03-22 16:58:19
Pengguna Google,cod maaf ya bukan apa ini game gw udh di dalam game nya terus keluar sendiri dan ngulangin dari awal ini bukan 1 kali 2 kali tapi ini sering terjadi untuk cod mohon untuk di perbaiki ya!?,4,positif,2025-03-22 15:45:07
Pengguna Google,"overall game nya seru buat dimainin, patut buat di kasih bintang 5, tapi saya ada saran buat codm, untuk bot mp tolong di perbaiki lagi, soalnya nembak nya engga ngotak banget wkwk, apalagi untuk player player baru yang baru banget main game fps mungkin bakalan kesusahan, terus mungkin perbaikin sinyal nya aja sih, soalnya kadang saya kalau pake wifi/paketan pasti kadang ngeleg, yaa meskipun cuman sebentar tapi bikin menganggu bagi saya, mungkin temen temen yang lain juga sama merasakan hal sama",5,positif,2025-03-22 15:00:08
Pengguna Google,"OIII DEVELOPER, INI KALO SEHABIS SELESAI MATCH ANIMASI ANIMASINYA TOLONG DIPERCEPAT DONG, GANGGU BANGET MAJ CEPE CEPET, APALAGI SELESAI MATCH MALAH HARUS AMBIL HADIAH YANG GA SEBERAPA HADIAH HADIAH BP KLAIMNY NANTI AJALAH",4,positif,2025-03-22 14:56:05
Pengguna Google,klo mp kasih tim yg seimbang la,4,positif,2025-03-22 14:43:17
Pengguna Google,"permasalahan jaringan gaperna diurusin,turunin ratingnya aja ke 2 biar nasibnya kek grow thopia,lagian si garena selalu fokus ke epep ya doang",1,negatif,2025-03-22 14:31:10
Pengguna Google,"Data gamenya tolong dikurangi dong,kalo kayak dulu cuman 1,5 GB masih mending, sekarang malah 2,1 GB tolong dong kecilin data gamenya biar yang lain bisa main juga",1,negatif,2025-03-22 14:16:40
Pengguna Google,Otoritasi erorr mulu dah setelah update yang baru gak bisa login facebook...apalah game ini,1,negatif,2025-03-22 14:16:09
Pengguna Google,Tolong kedepanya ukuran gamenya di perkecil lg ( Compresed ) Soalnya setiap update makin membengkak ukuran gamenya !!! Dan sekarang udah 40GB lebih !!!,2,negatif,2025-03-22 13:13:55
Pengguna Google,Sangat keren dan Mantaf,5,positif,2025-03-22 12:59:48
Pengguna Google,goated,5,positif,2025-03-22 12:58:07
Pengguna Google,mending ini dari pada free fire,5,positif,2025-03-22 12:33:37
Pengguna Google,"game ini sangat bagus sekali, dari permainan dan grafiknya, namun setiap update jangan terlalu besar Size-nya dikarenakan mungkin ada yang handphonenya jadi gak kuat nampung, mungkin ini alasan CODM kurang diminati dikarenakan Size besar, saya sarankan size-nya dikurang setengah saja, supaya CODM bisa diminati handphone kalangan tengah ke bawah, supaya kalian juga bisa bersaing dengan Game seperti PUBG atau Free Fire, dan kurangi juga Bugnya, terima kasih",5,positif,2025-03-22 12:17:46
Pengguna Google,bintang satu karena sering ke close sendiri game nya padahal lagi main gak mencet tombol apa-apa main juga lancar-lancar aja ga ngelag tapi tetep aja ke close,1,negatif,2025-03-22 12:05:56
Pengguna Google,"Musuhnya gak imbang saya makin stress, naik turun rank sayaa..",5,positif,2025-03-22 11:39:20
Pengguna Google,"UDAH FULL DOWNLOAD DATA WEAPON, CHARACTER, DAN ASET2 LAINNYA. EHH TTP AJA SENJATA MITYCH MASIH GOSONGAN, HARUS DOWNLOAD SATU2 LAGI!!! JADI PERCUMA UPDATE SEKALIGUS!!! GUE BINGUNG AMA CODM GARENA INDO. BUG NYA SELALU LUCU WKWKWK!!",1,negatif,2025-03-22 11:20:47
Pengguna Google,bagus banget game nya tapi banyak betul yang perlu di download,5,positif,2025-03-22 10:33:50
Pengguna Google,game yg bagus,5,positif,2025-03-22 09:43:24
Pengguna Google,Tolong untuk kesulitan di rank grandmaster lebih dikurangi. Serta jangan dikasih tim yang buruk kalo bisa rank gm dipermudah!!!!!,5,positif,2025-03-22 08:56:32
Pengguna Google,hd relistis emote keren,5,positif,2025-03-22 08:21:27
Pengguna Google,jangan kebanyakan update. baru kemaren update sekarang login update lagi,5,positif,2025-03-22 08:07:40
Pengguna Google,game nya udah bagus cuman ada 2 kekurangan yaitu 1.game nya lebih menimbangkan skin dari pada grafik/krealistisan nya 2.tolong kalau update usahakan playernya tidak perlu mendownload semua data nya lagi saya harap kritikan saya dapat di dengar bukan seperti pejabat yg tidak mendengarkan suara rakyat,4,positif,2025-03-22 07:52:25
Pengguna Google,susah amat update nya,1,negatif,2025-03-22 07:14:59
Pengguna Google,dikit dikit update terus,3,netral,2025-03-22 07:05:44
Pengguna Google,woi codm cape gua bolak balik download ulang resource map mulu padahal udah di download tetep aja suruh download lagi besoknya mau ngabisin berapa GB kuota gua hah?,1,negatif,2025-03-22 06:45:36
Pengguna Google,"tidak becus,jaringan saya sudah aman dan baik namun dalam permainan saya tidak bisa bermain dengan lancar entah kenapa",1,negatif,2025-03-22 06:22:27
Pengguna Google,"update banyak bug, mulai jaringan terkendala! payah",1,negatif,2025-03-22 06:12:43
Pengguna Google,Kenapa ya aku mau naik Legendary susah banget se padah sebelum grandmaster v gampang pushnya pas grandmaster v susah bet naik turun terus tolong ya jangan kaya moonton kecewa berat saya juga kenapa tiap login harus login manual msk ke Facebook lah susah dan lama,1,negatif,2025-03-22 05:32:54
Pengguna Google,sangat seru memainkan game ini,5,positif,2025-03-22 04:48:57
Pengguna Google,"Gw maen ini game udah lama bgt,dari yg masih sepi peminat Ampe tahun ini terakhir main sebelum puasa. GlLa ampir tiap login ada aja yg mesti di dwnload. coba kurangin untuk download dan update yg terlalu sering. ngabisin kuota gua ajaaaaa. jadi males maennya akhirnya gua apus.",2,negatif,2025-03-22 04:00:24
Pengguna Google,the best,5,positif,2025-03-22 03:34:49
Pengguna Google,Udah daftar masuk google... Eh pas masuk akun gamenya g bisa...padahal dah daftar.. Parah banget,1,negatif,2025-03-22 03:22:02
Pengguna Google,game ini sangat keren dan bagus bikin saya nostalgia di ps 3 detail nya cukup bagus/keren tapi berikan skin gratis dong😋😋,5,positif,2025-03-22 03:07:29
Pengguna Google,Thnks perbaikannya 👌,5,positif,2025-03-22 02:56:19
Pengguna Google,Game bagus kompetitif ga pay to win,5,positif,2025-03-22 01:12:28
Pengguna Google,Ga abis fikir download udh semuanya kemren. masa download update lagi ke 2 kali nya 🗿,3,netral,2025-03-22 01:09:02
Pengguna Google,"Gamenya enak seru tapi update terus , ram 5,ram 6 pun ga nampung karna terlalu banyak update, kalo kawan nob ga ngaruh lah,soalnya masih bisa gendong gendong. entah apa yg salah HP selalu panas + ngefres + seharusnya pas relog masih bisa masuk ini engga bisa, padahal rom masih banyak.",1,negatif,2025-03-22 00:02:54
Pengguna Google,"Gila sih ini, tiap update nambah terus kapasitasnya, parah....",1,negatif,2025-03-21 23:29:35
Pengguna Google,ha is update terbaru.. kok malah banyak Bug ini siih.. bukannya peningkatan.. Garena gimana..,3,netral,2025-03-21 23:11:00
Pengguna Google,"games android berasa games pc, data nya bisa sampe 40gb lebih, kalo di isi sama yang berguna atau buat games lebih lancar gapapa, ini malah banyak skin yang asal buat atau tempel kalo nambah terus ukuran nya, atau sampe 50gb, dadah aja gue mah pensiun",1,negatif,2025-03-21 23:08:18
Pengguna Google,"why after the update the battleroyal atmosphere became quiet?. many sounds and music are lost, the operator does not sound, the audio quality is bad. I will still give five stars if I can solve this problem, thank you.",5,positif,2025-03-21 22:51:47
Pengguna Google,"update terkini! Terdapat bug seperti musik emote, musik mythic, tidak muncul suara, & terkadang saat bermain battle royal skin-skin senjata, mele dll tidak terpasang/default mohon segera di perbaiki bug seperti ini, dan sedikit berat/delay untuk UI",3,netral,2025-03-21 22:46:12
Pengguna Google,"Resource Selalu Hilang, Baru download data 470Mb setelah bermain beberapa hari download ulang lagi, Sudah 2 kali seperti ini.",1,negatif,2025-03-21 22:41:05
Pengguna Google,bisa ngga sih hapusin skin² gratisan yg jelek² itu,1,negatif,2025-03-21 22:05:36
Pengguna Google,skin operator cewek cantik banyakin dong (yang gratis),5,positif,2025-03-21 21:58:48
Pengguna Google,geme nya bagus cuma berat kli,5,positif,2025-03-21 21:25:04
Pengguna Google,"Setting ny terlalu banyak, bikin sakit kepala.. Sblm main harus nyari di youtube dulu setingan org, itupun ga semuanya cocok sma kenyamanan.. Harus nyari setingan sendiri dgn sabar,, bagi pemula yg ga sabaran bakal kena mental trs uninstal lagi.. 🤣🤣",3,netral,2025-03-21 21:21:50
Pengguna Google,gak imbang banget musuh nya jadi losestreak gara gara ni game game kagak jelas di publish norak tau gak sengaja ngasih skin gratis biar banyak yang main lagi padahal losestreak Mulu turun rang ketinggal jauh emang bagus PUBG deh daripada nih game gajelas yang developer nya kg jelas kalo berani bales sini gak berani ya karena fakta sih wkwkwkwk😹,1,negatif,2025-03-21 21:19:45
Pengguna Google,saran data ny di kurangin,5,positif,2025-03-21 21:08:21
Pengguna Google,"baru juga login langsung gw gas hardpo rank legend poin 9000 masa langsung masuk ke tim yang udah ketinggalan 100 an point kan aneh baru juga mulai matchnya, kocak developernya🗿🗿🗿",3,netral,2025-03-21 21:03:32
Pengguna Google,"kok setelah di update semua suara nya kok pada hilang di mode Battle royal dan multiplayer,, tolong di perbaiki lagi",3,netral,2025-03-21 20:33:03
Pengguna Google,Gamenya mantapp bangett!!. Vibes militarynya kerasa. Tapi tolong min di rank atas jangan ada bot+nick thailand...tolonglah,4,positif,2025-03-21 20:32:43
Pengguna Google,"GILA MAKIN LAMA DATA NYA TINGGI,FUL DONLOT SAMPE 10GB ,.,.NGERRIII LOGIN LAMA MASUK LAGI ITEM LAMA ILANG SEMUA,.PEMAIN NYA BANYAK BOTT CODM MENARIK CUMA SKIN DOANG",1,negatif,2025-03-21 20:23:48
Pengguna Google,Game Sangat Puas,5,positif,2025-03-21 20:23:19
Pengguna Google,mantap ✌🏻,5,positif,2025-03-21 19:19:35
Pengguna Google,"kecili data nya tolongg ini donlot luar aja 2,1gb blom tambah daleman wajibnya 1,5gban hape ku gakuattt dev.",1,negatif,2025-03-21 19:15:08
Pengguna Google,system down kah?,1,negatif,2025-03-21 19:12:06
Pengguna Google,good game tapi kalo bis kurangin ya GB nya atau peringan kan sedikit le,5,positif,2025-03-21 18:34:36
Pengguna Google,"Game terbaik sih menurut ku cuma lmg banyak yang spam sama nyuri mytic pas gue pake mytic jaman sekarang .lol. tapi dak pa sih Uda lebih PD ada 3 mytic switchblade,xm4 sama dlq cuma ngemiss reduk ak117 sama m13 morningstar,..... JUGA TIPS PLISS SBMM DIUBAH DIKIT DEH OALAH MASAK ORANG DI LEGEN DAPAT TIM LEVEL 18 UDA DI LEGEN TAPI KAYAK PEMAIN BARU?? DI BOOST SAMA HACKER DAK SIH??!",5,positif,2025-03-21 17:54:32
Pengguna Google,Game ini membuat nostalgia dengan game PB yang iconic pada zamannya. Semoga game ini tetap hidup dan selalu berjalan dengan lancar tanpa bug dll. Salam hangat BLCK-KEOSSS,5,positif,2025-03-21 17:54:25
Pengguna Google,Akhirnya bisa pakai 2 primary weapon XD,5,positif,2025-03-21 17:54:00
Pengguna Google,Aku suuuuuuuuuuuka bgt game ini saya tidak pernah kena bennet 1pun,5,positif,2025-03-21 17:50:50
Pengguna Google,GAME RUSAK!!!,1,negatif,2025-03-21 17:34:20
Pengguna Google,Tolong size gamenya di kompres dikit dan juga kalo habis update jangan download resource ulang🙏,5,positif,2025-03-21 17:10:15
Pengguna Google,gak ngotak data tambahannya 😅,3,netral,2025-03-21 17:03:56
Pengguna Google,Yahaha hayyuk ep ep game burik 8 bit,5,positif,2025-03-21 16:54:49
Pengguna Google,game apa ini gblk match nya gk seimbang,1,negatif,2025-03-21 16:47:08
Pengguna Google,gak bisa update bjir jelek,3,netral,2025-03-21 16:43:18
Pengguna Google,Oke,5,positif,2025-03-21 16:11:51
Pengguna Google,"Bug nya tolong,saya stuck di login screen gk bisa ngapa ngapain",5,positif,2025-03-21 15:41:35
Pengguna Google,map nya bikin keinget modern war fare di ps 3 nostalgia mainin nya,5,positif,2025-03-21 15:39:34
Pengguna Google,hp ku cuma 32 gb ☺️,5,positif,2025-03-21 15:30:57
Pengguna Google,boros batre,3,netral,2025-03-21 15:25:49
Pengguna Google,seru tapi kalok update hampir 9 GB an kalok mau update jangan banyak bnyk ya diperkecil lagi biar tambah rame game nya,4,positif,2025-03-21 15:14:24
Pengguna Google,okey,4,positif,2025-03-21 14:58:22
Pengguna Google,Tencent keren min,1,negatif,2025-03-21 14:46:16
Pengguna Google,"Woilah,yg spam nuke awas aja lu tournament gw jdi bug gini gameplay gw polosan doang bjirrr no map no tombol",2,negatif,2025-03-21 14:40:34
Pengguna Google,maaf ya saya kasih bintang 2 soalnya setelah update banyak bug yg merugikan pemain :( sampai kena hukuman 100 poin rank karena bug,2,negatif,2025-03-21 14:06:55
Pengguna Google,game nya cukup bagus,4,positif,2025-03-21 13:44:51
Pengguna Google,keren kau suka,5,positif,2025-03-21 13:44:12
Pengguna Google,"Untuk update selanjutnya, tambahin dong senjata STG44 AR",5,positif,2025-03-21 13:25:55
Pengguna Google,Updatetannya payah. makin kesini makin rusak di tiap updatenya.,5,positif,2025-03-21 13:11:55
Pengguna Google,game baik,5,positif,2025-03-21 12:57:15
Pengguna Google,"Perasan Pas Saya Pertama Donlowd Gak Sampai 1.8GB Kok Sekarang 1.8GB Tolong Woiiii 26/10/22 ∆ Anj Sekarang Malah Jadi 2,1 GB Mwemeg 21/03/25",5,positif,2025-03-21 12:45:33
Pengguna Google,anjirt udah 95% malah kepencet batal gara gara ada yang wa hmm buang buang paketan,5,positif,2025-03-21 12:26:54
Pengguna Google,"Pembagian tim nya dong, dapetnya yang bot mulu. kesel, jadi susah buat naikin rank, apalagi untuk player solo seperti saya",4,positif,2025-03-21 12:17:03
Pengguna Google,Best mobile games✨,5,positif,2025-03-21 12:15:05
Pengguna Google,game rusak sering keluar sendiri padahal handphone dan sinyal mendukung,1,negatif,2025-03-21 11:25:59
Pengguna Google,cuman kurang di size sama match makeing nya,5,positif,2025-03-21 11:23:17
Pengguna Google,bagus dan enak di mainin,5,positif,2025-03-21 11:16:01
Pengguna Google,"setelah update codm banyak bug,,, saya mau memulai permainan malah gagal poin di kurang 80 ,, kecewa gw sama codm banyak bug",3,netral,2025-03-21 11:13:21
Pengguna Google,MANTAPP,5,positif,2025-03-21 11:10:55
Pengguna Google,game nomor satu,5,positif,2025-03-21 11:06:37
Pengguna Google,ribet amat kalau mau login lagi coba kasih seperti ff,1,negatif,2025-03-21 10:10:34
Pengguna Google,tolong difix. ini update terbaru audio jadi ancur ancuran gini gimana sih? udah download paket resource hd + audio kualitas tinggi juga tapi masih error,4,positif,2025-03-21 10:01:09
Pengguna Google,download mulu,1,negatif,2025-03-21 09:48:42
Pengguna Google,"dear garena sebagai publisher di mohon untuk pemilihan map di call of duty mobile,di perluas lagi agar mapnya nggak itu"" mulu dan juga di rank karena variasi map banyakin. tolonglah tolonglah biar game ini lebih rame🙏",5,positif,2025-03-21 09:34:49
Pengguna Google,"tolong di tingkatkan lebih, untuk sensitivitas dan untuk c1t lebih di basmi. jangan terlalu banyak untuk update skin dan maps, agar tidak semakin besar kapasitas dan bisa di mainkan untuk semua kalangan orang. grafik, lebih di tingkatkan juga, agar tidak ketinggalan dengan kompetitor lainya.",5,positif,2025-03-21 09:21:56
Pengguna Google,Kok update yg sekarang banyak bug nya ya,5,positif,2025-03-21 08:58:00
Pengguna Google,Game fps terbaik di android👍apalagi sekarang ada pitur baru agar kita bisa mendwonload data² yg di perlukan saja dlm game sehingga kita bisa hemat Rom hp kita...👍sukses untuk CODM DAN GARENA🤩,5,positif,2025-03-21 08:42:38
Pengguna Google,"game nya bagus, cuma ya kalau main snd Ama hardpo dapet tim nguawor Mulu, nggak mau deploy lah,nggak mau nginjek hardpo,maunya ngekill Mulu, make termite kalah sama dobrova,intinya nguawor parah",3,netral,2025-03-21 08:28:53
Pengguna Google,Min tolong hapus fitur wildcard di mode mp. Saya player snd sangat terganggu sekali dengan adanya fitur ini karena tidak balance. Saya kasih bintang 1 dulu. Kalau ada update saya naikkan,1,negatif,2025-03-21 08:23:00
Pengguna Google,game ngaco keluar2 trus,1,negatif,2025-03-21 08:10:35
Pengguna Google,Game Favorite,5,positif,2025-03-21 08:01:12
Pengguna Google,"bagus,tapi tolong grafiknya mentok di medium aja",5,positif,2025-03-21 07:25:50
Pengguna Google,"diupdate atau diinstal ulang tetap saja stuck di 100%, gak bisa diinstal",1,negatif,2025-03-21 06:57:40
Pengguna Google,ff game burik,5,positif,2025-03-21 06:42:11
Pengguna Google,lag dan frame drop parah,1,negatif,2025-03-21 06:35:49
Pengguna Google,"buat agar bisa berganti server saya berada di server garena, sedangkan saya ingin bermain dengan teman saya yang server asia mungkin bisa ditingkatkan agar adanya pergantian server di codm",2,negatif,2025-03-21 06:35:42
Pengguna Google,mohon di percepat update nya,4,positif,2025-03-21 05:57:30
Pengguna Google,"Setelah abis update terbaru maret 2025,soundnya jadi jelek. mendem. udah gitu suara operatornya jadi gaada. kaya 'letsgo letsgo!' , 'Hunter killer drone is coming' , 'search and destroy' , 'destroy/defend the objective' dan lain lainnya. sama musik pas awal round sama pergantian roundnya jadi ilang. lebih bagus sebelum update!",2,negatif,2025-03-21 05:50:18
Pengguna Google,"makin kesini malah makin berat saja,data nya meludak,padahal sebenarnya game ini bagus,cuma banyak yang harus di perbaiki terutama data game nya di kuar nalar,game ringan tapi data game korup",1,negatif,2025-03-21 05:41:35
Pengguna Google,"setelah update versi terbaru,kualitas audio di ingame sangat buruk meskipuj sudah mendownload kualitas audio hd, tolong perbaiki karna suara yng dihasilkan tidak enak",1,negatif,2025-03-21 05:37:59
Pengguna Google,so cool,5,positif,2025-03-21 05:18:24
Pengguna Google,pengalaman ku 2 tahun di codm sangat baik dan ivent yang bagus,5,positif,2025-03-21 05:02:19
Pengguna Google,"udah okee lah sekarang, banyak dikasih skin senjata gratis 😋",5,positif,2025-03-21 04:53:04
Pengguna Google,tiap update ada aja bugnya,4,positif,2025-03-21 03:48:50
Pengguna Google,ni game sekali update size-nya gede banget,3,netral,2025-03-21 03:44:43
